Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Name,Type_x,Address,City,Contact,Receiver_ID,Status,Type_y
179,Bread,11,2025-03-27,601,Catering Service,Port Troychester,Vegetarian,Breakfast,Owens-Johnson,Catering Service,"1058 Kimberly Locks
Port Emily, IL 57473",Port Troychester,(051)220-5307x61376,505.0,Completed,NGO
180,Salad,35,2025-03-28,7,Restaurant,Lake Christopherburgh,Vegan,Dinner,Ortiz-Lee,Restaurant,"1842 Villarreal Shores
Williamfort, CT 44529",Lake Christopherburgh,(563)889-7190,884.0,Cancelled,Shelter
180,Salad,35,2025-03-28,7,Restaurant,Lake Christopherburgh,Vegan,Dinner,Ortiz-Lee,Restaurant,"1842 Villarreal Shores
Williamfort, CT 44529",Lake Christopherburgh,(563)889-7190,276.0,Completed,Individual
181,Rice,35,2025-03-16,47,Supermarket,East Andrewland,Non-Vegetarian,Lunch,Wong-Reese,Supermarket,"9078 Jeffrey Drive Suite 439
Lake Jasonberg, RI 48655",East Andrewland,483-625-4097,348.0,Cancelled,Individual
182,Soup,29,2025-03-18,247,Catering Service,Port Aaron,Vegan,Breakfast,Shepherd-Yates,Catering Service,"973 Garner Mews
Peggymouth, MO 33680",Port Aaron,477-819-1257x990,,,
183,Salad,15,2025-03-30,730,Supermarket,Benjaminstad,Vegan,Snacks,Arroyo-Henderson,Supermarket,"5364 Young Radial Apt. 906
Lake Kelly, NH 41322",Benjaminstad,(313)019-6078x8326,970.0,Completed,Shelter
184,Salad,7,2025-03-29,182,Grocery Store,Port Jeffrey,Vegetarian,Dinner,Wilson-Ortiz,Grocery Store,"Unit 2603 Box 7875
DPO AP 30589",Port Jeffrey,(345)889-2010,,,
185,Soup,19,2025-03-27,498,Grocery Store,East Craig,Non-Vegetarian,Lunch,"Jones, Ortega and Rubio",Grocery Store,"61516 Villarreal Lights
South Ashleymouth, OH 60424",East Craig,(993)551-7736x1457,,,
186,Pasta,48,2025-03-17,306,Catering Service,North Keith,Vegetarian,Breakfast,"Evans, Wright and Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224,,,
187,Dairy,38,2025-03-21,910,Restaurant,Leeburgh,Non-Vegetarian,Snacks,Lee PLC,Restaurant,"886 Mark Plain Suite 687
Lake Nicholashaven, MN 43931",Leeburgh,346.517.7901x471,568.0,Cancelled,Charity
188,Soup,4,2025-03-20,55,Grocery Store,Danachester,Vegan,Breakfast,Wilson-Brown,Grocery Store,"220 Rachel Trace
Port Mark, AK 17083",Danachester,001-473-163-6196x2386,795.0,Cancelled,Charity
188,Soup,4,2025-03-20,55,Grocery Store,Danachester,Vegan,Breakfast,Wilson-Brown,Grocery Store,"220 Rachel Trace
Port Mark, AK 17083",Danachester,001-473-163-6196x2386,353.0,Completed,Individual
188,Soup,4,2025-03-20,55,Grocery Store,Danachester,Vegan,Breakfast,Wilson-Brown,Grocery Store,"220 Rachel Trace
Port Mark, AK 17083",Danachester,001-473-163-6196x2386,706.0,Completed,Shelter
189,Salad,7,2025-03-20,948,Supermarket,West Lisamouth,Vegetarian,Breakfast,House-Bates,Supermarket,"48407 Hall Cliffs
Lake Traceymouth, MD 10524",West Lisamouth,+1-910-582-8983x79304,850.0,Completed,Individual
190,Salad,25,2025-03-22,262,Supermarket,New Carol,Non-Vegetarian,Snacks,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,93.0,Cancelled,Individual
190,Salad,25,2025-03-22,262,Supermarket,New Carol,Non-Vegetarian,Snacks,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,678.0,Pending,NGO
190,Salad,25,2025-03-22,262,Supermarket,New Carol,Non-Vegetarian,Snacks,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,413.0,Completed,NGO
190,Salad,25,2025-03-22,262,Supermarket,New Carol,Non-Vegetarian,Snacks,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,105.0,Completed,NGO
191,Salad,13,2025-03-22,508,Restaurant,Walkerfurt,Vegan,Lunch,"Goodwin, Acosta and Chan",Restaurant,"81662 Lawrence Mountains Apt. 545
Sarahstad, ND 47525",Walkerfurt,001-076-856-9568x65782,555.0,Completed,Individual
192,Vegetables,5,2025-03-17,320,Supermarket,Lake Jeffreytown,Vegan,Snacks,Shah Group,Supermarket,"1654 Singh Roads
Paynehaven, RI 22772",Lake Jeffreytown,953-840-3880,,,
193,Pasta,25,2025-03-21,354,Catering Service,South Alicia,Vegan,Breakfast,Rowe-Arias,Catering Service,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,228.0,Pending,Charity
194,Chicken,39,2025-03-26,31,Grocery Store,South Kellyberg,Non-Vegetarian,Lunch,Thompson-Kerr,Grocery Store,"123 Barber Divide
New Stephanie, KY 35738",South Kellyberg,(786)641-7043,125.0,Pending,Individual
195,Vegetables,31,2025-03-25,847,Supermarket,Williamsonmouth,Non-Vegetarian,Snacks,"Pollard, Collins and Watson",Supermarket,"Unit 4908 Box 4008
DPO AE 21178",Williamsonmouth,218.505.6857x64219,805.0,Pending,Individual
196,Fish,27,2025-03-28,989,Grocery Store,North Lauren,Non-Vegetarian,Breakfast,Williams-Aguirre,Grocery Store,"6861 Tiffany Junction Apt. 176
Farleyfurt, HI 39406",North Lauren,205-999-3497,,,
197,Rice,21,2025-03-24,453,Grocery Store,East Timothy,Vegetarian,Breakfast,Moore LLC,Grocery Store,"316 Clark Throughway Suite 810
Port John, ND 69257",East Timothy,(305)756-5998x6969,624.0,Completed,NGO
198,Bread,50,2025-03-23,287,Catering Service,Jefferyside,Vegetarian,Breakfast,Carr-Wells,Catering Service,"202 Castillo Course Suite 667
New Joshua, OK 47311",Jefferyside,(535)017-9013x9281,,,
199,Vegetables,16,2025-03-17,244,Supermarket,Toddberg,Vegan,Breakfast,Chan-Elliott,Supermarket,"16644 Kelli Spur
Gregoryville, SC 80630",Toddberg,021-322-3933x46620,446.0,Cancelled,NGO
199,Vegetables,16,2025-03-17,244,Supermarket,Toddberg,Vegan,Breakfast,Chan-Elliott,Supermarket,"16644 Kelli Spur
Gregoryville, SC 80630",Toddberg,021-322-3933x46620,50.0,Completed,NGO
200,Bread,3,2025-03-24,794,Supermarket,Woodport,Non-Vegetarian,Dinner,"Coleman, Williams and Nichols",Supermarket,"7897 Jenna Spring Suite 591
Jordanport, MA 64286",Woodport,3124904832,227.0,Completed,NGO
201,Soup,35,2025-03-29,330,Restaurant,Jamesport,Vegetarian,Dinner,Holloway-Koch,Restaurant,"2889 Jorge Fields
South Thomasland, AR 38794",Jamesport,323.974.7052,,,
202,Dairy,17,2025-03-18,319,Restaurant,Lake Amymouth,Vegetarian,Lunch,"Davila, Green and Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,499.0,Completed,Individual
202,Dairy,17,2025-03-18,319,Restaurant,Lake Amymouth,Vegetarian,Lunch,"Davila, Green and Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,671.0,Completed,NGO
203,Pasta,8,2025-03-24,215,Grocery Store,New Curtis,Vegetarian,Breakfast,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084,479.0,Completed,NGO
203,Pasta,8,2025-03-24,215,Grocery Store,New Curtis,Vegetarian,Breakfast,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084,533.0,Pending,Shelter
204,Fish,11,2025-03-26,896,Grocery Store,Weberfurt,Non-Vegetarian,Lunch,"Marquez, Reid and Kramer",Grocery Store,"8981 William Extension Apt. 848
New Jenniferport, RI 49072",Weberfurt,001-319-584-3389x9156,,,
205,Dairy,13,2025-03-20,22,Catering Service,Port Lisamouth,Vegan,Breakfast,Miller-Carter,Catering Service,"44329 Hendrix Land
Port Christine, AL 43242",Port Lisamouth,+1-868-016-4774,351.0,Completed,Charity
206,Rice,28,2025-03-29,931,Supermarket,South Allisonburgh,Non-Vegetarian,Breakfast,Phillips-Bradley,Supermarket,"6479 Beverly Club
East Karen, IN 38784",South Allisonburgh,001-645-494-2603,448.0,Completed,Shelter
206,Rice,28,2025-03-29,931,Supermarket,South Allisonburgh,Non-Vegetarian,Breakfast,Phillips-Bradley,Supermarket,"6479 Beverly Club
East Karen, IN 38784",South Allisonburgh,001-645-494-2603,768.0,Pending,Charity
207,Salad,42,2025-03-23,523,Restaurant,Lake Lorrainefort,Vegetarian,Dinner,"Roberts, Howard and Bender",Restaurant,"67885 Avila Crossroad Suite 550
Anthonymouth, WY 53169",Lake Lorrainefort,+1-414-385-0073x51267,152.0,Pending,Individual
207,Salad,42,2025-03-23,523,Restaurant,Lake Lorrainefort,Vegetarian,Dinner,"Roberts, Howard and Bender",Restaurant,"67885 Avila Crossroad Suite 550
Anthonymouth, WY 53169",Lake Lorrainefort,+1-414-385-0073x51267,618.0,Cancelled,Individual
208,Rice,27,2025-03-26,215,Grocery Store,New Curtis,Vegetarian,Dinner,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084,281.0,Pending,Charity
209,Fish,31,2025-03-26,422,Catering Service,Smithfort,Non-Vegetarian,Dinner,Wilson-Cook,Catering Service,"005 Steven Club Suite 180
Robertston, CA 27213",Smithfort,276-435-4585x5485,,,
210,Fruits,17,2025-03-28,990,Catering Service,Lake Latasha,Vegetarian,Breakfast,Jones PLC,Catering Service,"2646 Hull Wall Apt. 985
Valenciamouth, TN 58725",Lake Latasha,+1-231-061-4929x4353,43.0,Completed,Charity
210,Fruits,17,2025-03-28,990,Catering Service,Lake Latasha,Vegetarian,Breakfast,Jones PLC,Catering Service,"2646 Hull Wall Apt. 985
Valenciamouth, TN 58725",Lake Latasha,+1-231-061-4929x4353,852.0,Completed,Charity
211,Chicken,37,2025-03-22,242,Restaurant,Michaelport,Vegetarian,Snacks,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548,697.0,Pending,Charity
212,Salad,33,2025-03-20,228,Supermarket,Andrewsmouth,Non-Vegetarian,Dinner,Stewart-Soto,Supermarket,"71892 Robinson Common
Harrisfurt, DC 31479",Andrewsmouth,(828)634-0022x45412,,,
213,Fruits,20,2025-03-26,122,Catering Service,Tyronebury,Non-Vegetarian,Snacks,Mosley-Hernandez,Catering Service,"02866 John Causeway
Markberg, RI 91177",Tyronebury,+1-477-159-2443x576,,,
214,Soup,9,2025-03-28,24,Supermarket,Hestermouth,Vegan,Breakfast,"Black, Collins and Richard",Supermarket,"643 Galvan Burgs
Fletcherhaven, AZ 86988",Hestermouth,266.040.9664x08185,723.0,Pending,Individual
214,Soup,9,2025-03-28,24,Supermarket,Hestermouth,Vegan,Breakfast,"Black, Collins and Richard",Supermarket,"643 Galvan Burgs
Fletcherhaven, AZ 86988",Hestermouth,266.040.9664x08185,879.0,Completed,Charity
214,Soup,9,2025-03-28,24,Supermarket,Hestermouth,Vegan,Breakfast,"Black, Collins and Richard",Supermarket,"643 Galvan Burgs
Fletcherhaven, AZ 86988",Hestermouth,266.040.9664x08185,673.0,Cancelled,Charity
215,Bread,50,2025-03-30,315,Restaurant,Lake Andrewmouth,Vegetarian,Snacks,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,195.0,Cancelled,Charity
215,Bread,50,2025-03-30,315,Restaurant,Lake Andrewmouth,Vegetarian,Snacks,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,503.0,Pending,Charity
215,Bread,50,2025-03-30,315,Restaurant,Lake Andrewmouth,Vegetarian,Snacks,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,28.0,Completed,Individual
216,Vegetables,33,2025-03-16,206,Catering Service,Port Emilyburgh,Vegetarian,Dinner,Yoder-Murray,Catering Service,"Unit 6112 Box 2655
DPO AP 68074",Port Emilyburgh,001-593-330-4216x5945,353.0,Completed,Individual
216,Vegetables,33,2025-03-16,206,Catering Service,Port Emilyburgh,Vegetarian,Dinner,Yoder-Murray,Catering Service,"Unit 6112 Box 2655
DPO AP 68074",Port Emilyburgh,001-593-330-4216x5945,923.0,Pending,Shelter
217,Soup,42,2025-03-23,290,Supermarket,Bradleyport,Vegetarian,Lunch,"Webb, Phillips and Garcia",Supermarket,"09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400,850.0,Cancelled,Individual
217,Soup,42,2025-03-23,290,Supermarket,Bradleyport,Vegetarian,Lunch,"Webb, Phillips and Garcia",Supermarket,"09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400,855.0,Pending,NGO
217,Soup,42,2025-03-23,290,Supermarket,Bradleyport,Vegetarian,Lunch,"Webb, Phillips and Garcia",Supermarket,"09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400,370.0,Pending,Individual
217,Soup,42,2025-03-23,290,Supermarket,Bradleyport,Vegetarian,Lunch,"Webb, Phillips and Garcia",Supermarket,"09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400,844.0,Completed,Individual
218,Fish,38,2025-03-24,159,Grocery Store,North Brooke,Vegan,Snacks,"Wagner, Cole and Thompson",Grocery Store,"201 Hopkins Lakes
Johnberg, ND 15611",North Brooke,+1-555-595-6288x290,,,
219,Fish,26,2025-03-18,323,Restaurant,Jasmineberg,Vegetarian,Snacks,Peters-Johnson,Restaurant,"6383 Gomez Islands
Sanchezport, IA 35229",Jasmineberg,106.150.3989x9566,,,
220,Pasta,18,2025-03-24,976,Restaurant,Davisview,Vegan,Snacks,"Robinson, Rodriguez and Reilly",Restaurant,"53064 Danny Centers Apt. 116
New Nicole, WY 40193",Davisview,317.522.3773x348,225.0,Cancelled,NGO
221,Bread,11,2025-03-19,211,Restaurant,Lake James,Vegan,Snacks,"Anderson, Patrick and Scott",Restaurant,"03198 Washington Ferry Suite 086
South Amberside, GA 92116",Lake James,+1-886-931-4697,869.0,Pending,Charity
222,Vegetables,23,2025-03-20,333,Restaurant,Port Heidiland,Non-Vegetarian,Breakfast,"Herrera, Fritz and Banks",Restaurant,"USCGC Adams
FPO AP 17515",Port Heidiland,(057)146-9859x95415,,,
223,Bread,38,2025-03-17,524,Grocery Store,West Amandafurt,Vegan,Snacks,Torres Ltd,Grocery Store,"7676 Estes Harbor Suite 218
Brandonmouth, SC 41497",West Amandafurt,(283)833-1998,440.0,Pending,Individual
223,Bread,38,2025-03-17,524,Grocery Store,West Amandafurt,Vegan,Snacks,Torres Ltd,Grocery Store,"7676 Estes Harbor Suite 218
Brandonmouth, SC 41497",West Amandafurt,(283)833-1998,318.0,Cancelled,Charity
224,Fruits,29,2025-03-19,556,Catering Service,Brittanyland,Non-Vegetarian,Snacks,"Reyes, Houston and Esparza",Catering Service,"60546 Amanda Canyon
Holmesmouth, ME 97812",Brittanyland,7525269578,570.0,Pending,Individual
224,Fruits,29,2025-03-19,556,Catering Service,Brittanyland,Non-Vegetarian,Snacks,"Reyes, Houston and Esparza",Catering Service,"60546 Amanda Canyon
Holmesmouth, ME 97812",Brittanyland,7525269578,172.0,Cancelled,Charity
224,Fruits,29,2025-03-19,556,Catering Service,Brittanyland,Non-Vegetarian,Snacks,"Reyes, Houston and Esparza",Catering Service,"60546 Amanda Canyon
Holmesmouth, ME 97812",Brittanyland,7525269578,227.0,Cancelled,NGO
225,Fish,26,2025-03-24,340,Grocery Store,Murrayborough,Vegan,Dinner,"Barry, Powers and White",Grocery Store,"1145 Justin Light
Richardside, CT 45760",Murrayborough,(023)817-1166,295.0,Completed,Individual
225,Fish,26,2025-03-24,340,Grocery Store,Murrayborough,Vegan,Dinner,"Barry, Powers and White",Grocery Store,"1145 Justin Light
Richardside, CT 45760",Murrayborough,(023)817-1166,613.0,Completed,Shelter
226,Rice,26,2025-03-22,242,Restaurant,Michaelport,Non-Vegetarian,Snacks,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548,140.0,Cancelled,Shelter
226,Rice,26,2025-03-22,242,Restaurant,Michaelport,Non-Vegetarian,Snacks,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548,132.0,Cancelled,Charity
227,Vegetables,25,2025-03-29,923,Supermarket,Jonestown,Non-Vegetarian,Breakfast,Rodriguez Inc,Supermarket,"937 Murray Turnpike
Lorrainestad, RI 37088",Jonestown,1383312143,631.0,Cancelled,Shelter
227,Vegetables,25,2025-03-29,923,Supermarket,Jonestown,Non-Vegetarian,Breakfast,Rodriguez Inc,Supermarket,"937 Murray Turnpike
Lorrainestad, RI 37088",Jonestown,1383312143,6.0,Completed,Shelter
228,Rice,12,2025-03-29,98,Supermarket,Gardnerfort,Vegetarian,Snacks,Hogan-Johnston,Supermarket,"00006 Amy Wall Apt. 134
Zimmermanborough, PA 57869",Gardnerfort,184-472-6932,59.0,Pending,Charity
229,Pasta,26,2025-03-22,210,Grocery Store,Paulmouth,Non-Vegetarian,Dinner,Jones-Miller,Grocery Store,"8892 Patrick Shoals
Tristanfort, OH 00576",Paulmouth,028-684-5516x43547,505.0,Completed,NGO
230,Fruits,17,2025-03-16,596,Restaurant,Zimmermanville,Vegetarian,Breakfast,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566,628.0,Cancelled,NGO
230,Fruits,17,2025-03-16,596,Restaurant,Zimmermanville,Vegetarian,Breakfast,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566,171.0,Completed,NGO
230,Fruits,17,2025-03-16,596,Restaurant,Zimmermanville,Vegetarian,Breakfast,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566,625.0,Completed,NGO
231,Rice,33,2025-03-29,782,Supermarket,North Mary,Non-Vegetarian,Breakfast,Wheeler-Galvan,Supermarket,"2915 Teresa Orchard Apt. 925
East Jacobmouth, AR 92844",North Mary,851.926.1633,,,
232,Soup,19,2025-03-28,610,Supermarket,Allenton,Vegan,Lunch,"Kelly, Cummings and Ward",Supermarket,"Unit 4632 Box 7131
DPO AP 21204",Allenton,795.078.7850,10.0,Pending,NGO
233,Fish,19,2025-03-26,26,Grocery Store,West Adammouth,Non-Vegetarian,Snacks,Hansen Inc,Grocery Store,"9402 Corey Avenue
Jamesland, AL 54220",West Adammouth,464-311-2342,310.0,Completed,Individual
233,Fish,19,2025-03-26,26,Grocery Store,West Adammouth,Non-Vegetarian,Snacks,Hansen Inc,Grocery Store,"9402 Corey Avenue
Jamesland, AL 54220",West Adammouth,464-311-2342,101.0,Pending,Shelter
233,Fish,19,2025-03-26,26,Grocery Store,West Adammouth,Non-Vegetarian,Snacks,Hansen Inc,Grocery Store,"9402 Corey Avenue
Jamesland, AL 54220",West Adammouth,464-311-2342,832.0,Cancelled,Shelter
234,Rice,10,2025-03-16,888,Supermarket,West Sharonview,Vegetarian,Dinner,Schmidt-Alexander,Supermarket,"96966 Smith Expressway
Lauraburgh, MD 50475",West Sharonview,(616)029-0456x6126,437.0,Pending,Shelter
235,Dairy,38,2025-03-21,170,Catering Service,North Brentbury,Vegan,Lunch,"Peters, Chase and Davis",Catering Service,"015 Steven Crossing Suite 882
Lake Brendaborough, WV 97596",North Brentbury,+1-813-008-8889x184,,,
236,Soup,50,2025-03-21,231,Supermarket,North Tom,Non-Vegetarian,Lunch,Jackson-Robinson,Supermarket,"2416 Gray Route Apt. 246
Boydland, AL 93137",North Tom,001-341-741-8533,585.0,Completed,NGO
237,Salad,39,2025-03-27,643,Supermarket,North Ebony,Vegan,Dinner,Dixon LLC,Supermarket,"11321 Nicholas Estates Suite 016
Leeland, LA 25575",North Ebony,+1-283-422-5540x00555,985.0,Pending,NGO
238,Vegetables,2,2025-03-27,621,Supermarket,Sarahland,Vegetarian,Breakfast,Chan Group,Supermarket,"5632 Katie Forks Suite 162
West Markfurt, AR 19503",Sarahland,+1-119-104-8140x852,,,
239,Pasta,26,2025-03-17,372,Restaurant,Lewisberg,Vegan,Dinner,Elliott-Jones,Restaurant,"Unit 8546 Box 6518
DPO AE 36672",Lewisberg,690.272.6499,944.0,Cancelled,Charity
240,Fruits,46,2025-03-26,319,Restaurant,Lake Amymouth,Vegetarian,Lunch,"Davila, Green and Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,144.0,Cancelled,Individual
241,Fish,4,2025-03-23,135,Catering Service,East Candace,Vegetarian,Breakfast,Dyer Group,Catering Service,"601 Kent Mills Apt. 098
New Robertstad, NY 73393",East Candace,906.900.1026,815.0,Completed,NGO
241,Fish,4,2025-03-23,135,Catering Service,East Candace,Vegetarian,Breakfast,Dyer Group,Catering Service,"601 Kent Mills Apt. 098
New Robertstad, NY 73393",East Candace,906.900.1026,715.0,Pending,Charity
241,Fish,4,2025-03-23,135,Catering Service,East Candace,Vegetarian,Breakfast,Dyer Group,Catering Service,"601 Kent Mills Apt. 098
New Robertstad, NY 73393",East Candace,906.900.1026,240.0,Completed,Shelter
242,Soup,17,2025-03-21,655,Restaurant,Jimmyberg,Vegan,Dinner,Smith Group,Restaurant,"USCGC Meyer
FPO AP 46538",Jimmyberg,694.134.6616x8811,,,
243,Fruits,30,2025-03-24,750,Supermarket,Michaelton,Non-Vegetarian,Snacks,Barnes and Sons,Supermarket,"41662 John Shoals Apt. 246
West Shannon, NM 07777",Michaelton,(547)040-4732,528.0,Pending,Charity
243,Fruits,30,2025-03-24,750,Supermarket,Michaelton,Non-Vegetarian,Snacks,Barnes and Sons,Supermarket,"41662 John Shoals Apt. 246
West Shannon, NM 07777",Michaelton,(547)040-4732,795.0,Completed,Charity
244,Soup,17,2025-03-26,46,Grocery Store,South Lisaberg,Non-Vegetarian,Snacks,"Fisher, Hernandez and Webster",Grocery Store,"8490 Valdez Ports Suite 007
Port Jeremy, NV 85800",South Lisaberg,871-801-8397x99626,,,
245,Chicken,5,2025-03-16,48,Restaurant,Timothyview,Vegetarian,Dinner,Conway-Barr,Restaurant,"597 Contreras Roads
South Hannah, RI 04553",Timothyview,+1-820-339-5162x911,6.0,Completed,Shelter
246,Salad,50,2025-03-28,768,Restaurant,South Danielle,Non-Vegetarian,Snacks,"Davis, Hughes and Leblanc",Restaurant,"64539 Sabrina Rest
Port Dennisfort, FL 23814",South Danielle,450-388-2214,131.0,Cancelled,Charity
247,Fish,17,2025-03-30,47,Supermarket,East Andrewland,Non-Vegetarian,Lunch,Wong-Reese,Supermarket,"9078 Jeffrey Drive Suite 439
Lake Jasonberg, RI 48655",East Andrewland,483-625-4097,,,
248,Vegetables,32,2025-03-21,960,Supermarket,Port Lance,Non-Vegetarian,Lunch,"Jackson, Shelton and Mayer",Supermarket,"6472 Michelle Drives
Lake Robert, VA 54017",Port Lance,+1-140-191-0616x7900,,,
249,Salad,39,2025-03-28,596,Restaurant,Zimmermanville,Vegan,Breakfast,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566,,,
250,Bread,8,2025-03-16,316,Supermarket,Williamsfort,Vegan,Snacks,Johnson Group,Supermarket,"0019 Gray Trafficway
North Sara, NC 74122",Williamsfort,(007)484-4365x34610,856.0,Cancelled,Individual
251,Dairy,12,2025-03-24,241,Catering Service,Devinmouth,Non-Vegetarian,Lunch,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,804.0,Pending,NGO
251,Dairy,12,2025-03-24,241,Catering Service,Devinmouth,Non-Vegetarian,Lunch,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,373.0,Completed,Shelter
251,Dairy,12,2025-03-24,241,Catering Service,Devinmouth,Non-Vegetarian,Lunch,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,410.0,Cancelled,Charity
251,Dairy,12,2025-03-24,241,Catering Service,Devinmouth,Non-Vegetarian,Lunch,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,394.0,Completed,Charity
252,Chicken,18,2025-03-19,113,Catering Service,East Elizabethberg,Non-Vegetarian,Snacks,"Anderson, Nicholson and Bruce",Catering Service,"8546 James Fields Apt. 534
Hallborough, AL 55990",East Elizabethberg,+1-274-720-0033x1795,303.0,Cancelled,NGO
253,Rice,20,2025-03-19,231,Supermarket,North Tom,Vegan,Snacks,Jackson-Robinson,Supermarket,"2416 Gray Route Apt. 246
Boydland, AL 93137",North Tom,001-341-741-8533,946.0,Pending,Charity
253,Rice,20,2025-03-19,231,Supermarket,North Tom,Vegan,Snacks,Jackson-Robinson,Supermarket,"2416 Gray Route Apt. 246
Boydland, AL 93137",North Tom,001-341-741-8533,379.0,Completed,Shelter
254,Rice,30,2025-03-24,703,Catering Service,Lake Jamestown,Non-Vegetarian,Lunch,Pierce Group,Catering Service,"87040 Smith Lodge
New Robertbury, DE 31100",Lake Jamestown,+1-843-457-7096x3283,854.0,Completed,Individual
255,Dairy,44,2025-03-24,825,Supermarket,South Bryan,Non-Vegetarian,Lunch,"Smith, Lynch and Anderson",Supermarket,"85965 Vanessa Hollow
New Patriciamouth, WA 82198",South Bryan,+1-560-761-6843x29675,,,
256,Rice,33,2025-03-28,384,Grocery Store,Jamesfurt,Non-Vegetarian,Dinner,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,12.0,Cancelled,NGO
256,Rice,33,2025-03-28,384,Grocery Store,Jamesfurt,Non-Vegetarian,Dinner,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,438.0,Pending,Individual
256,Rice,33,2025-03-28,384,Grocery Store,Jamesfurt,Non-Vegetarian,Dinner,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,824.0,Cancelled,Shelter
257,Chicken,41,2025-03-25,344,Catering Service,North Nicholas,Vegan,Snacks,"Mcmillan, Gallegos and Perry",Catering Service,"4963 Decker Loop Apt. 710
West Karen, MO 17141",North Nicholas,247-797-3341x5155,977.0,Cancelled,Charity
258,Fish,24,2025-03-21,101,Restaurant,East Angelafort,Vegetarian,Breakfast,Chambers-Waters,Restaurant,"56762 Kimberly Light Suite 474
Matthewmouth, UT 45275",East Angelafort,001-230-322-3448x38934,149.0,Completed,NGO
258,Fish,24,2025-03-21,101,Restaurant,East Angelafort,Vegetarian,Breakfast,Chambers-Waters,Restaurant,"56762 Kimberly Light Suite 474
Matthewmouth, UT 45275",East Angelafort,001-230-322-3448x38934,678.0,Pending,NGO
